location,behaviour,temperature,humidity,noise_db,light_intensity,motion_level
Dining Room,studying,25.07,64.89,47.37284638,582.2391295,-0.72
Library,studying,23.85,57.12,24.92874739,614.2212394,2.08
Traffic,stressed,26.98,63.45,87.69544039,,5.49
Dorm Room,sleeping,28.19,66.66,33.12610116,68.23295459,2.45
Cafe,studying,26.03,44.95,29.09183045,538.8001068,2.68
Cafe,studying,29.11,64.41,52.99538086,300.8494284,0.96
Bedroom,sleeping,27.5,58.32,16.20336974,129.2237005,2.67
Cafe,studying,25.2,59.87,50.18738785,498.192032,2.54
Study Room,studying,30.41,56.21,50.28983156,698.5430263,1.01
Park,walking,29.64,56.52,,685.9733545,5.87
Outdoor Campus,walking,36.35,79.38,65.85637579,679.997937,10.85
Study Room,studying,27.64,61.47,56.70383932,532.7279496,1.19
Office,stressed,34.75,90.08,64.5206164,323.2724383,3.42
Meeting Room,stressed,30.56,88.88,85.27351891,570.3066609,4.13
Dorm Room,sleeping,25.16,74.58,26.80953848,,3.16
Park,walking,28.91,65.49,95.85079892,618.6020135,9.19
Cafe,studying,24.02,42.25,48.57534626,649.3289267,2.84
Study Room,studying,27.79,62.76,25.98848814,527.3943627,5.39
Street,walking,32.05,,96.69574311,642.1490987,8.1
Bedroom,sleeping,25.22,55.31,33.50696382,44.32435499,0.36
Cafe,studying,28.08,49.53,60.72534034,278.8695669,1.85
Meeting Room,walking,25.05,61.88,71.79758021,663.5875903,8.17
Park,walking,30.99,81.13,93.64691777,401.6299646,11.38
Dining Room,eating,25.28,64.23,53.29672411,443.5536695,5.89
Bedroom,sleeping,24.78,67.47,19.66472391,144.7269354,0.84
Outdoor Campus,walking,30.97,77.39,87.81852389,794.507171,11.79
Traffic,stressed,32.11,78.89,72.11091453,504.0454789,2.9
Dining Room,eating,29.82,67.59,69.3020763,643.6247313,5.22
Crowded place,stressed,36.63,82.77,102.9236144,466.3500672,5.88
Outdoor Campus,walking,26.38,59.39,54.03548894,500.7773858,12.16
Crowded place,stressed,27.38,59.2,88.27193512,298.263099,5.16
Cafeteria,stressed,31.6,80.03,71.19215784,562.7732416,3.23
Library,studying,31.11,54.82,62.34262984,399.6937479,3.81
Study Room,studying,25.28,48.25,39.47185551,595.237503,0.45
Meeting Room,stressed,35.86,90.79,106.5274505,,7.02
Crowded place,stressed,34.27,65.06,88.94009673,880.6943112,4.91
Outdoor Campus,walking,33.6,72.43,53.65095942,847.3775778,4.59
Cafe,studying,30.05,44.51,29.46817956,516.5295757,3.54
Park,walking,29.84,56.96,56.75189449,802.8986663,5.67
Street,walking,25.48,49.62,83.94655921,695.7949159,8.98
Meeting Room,stressed,30.28,60.83,86.42401193,885.7594207,2.19
Park,walking,29.06,,56.19982599,661.976055,6.56
Dorm Room,sleeping,26.65,71.65,32.03967978,76.09888637,-1.13
Study Room,studying,24.35,46.02,27.51041173,465.0003605,4.53
Office,stressed,35.83,66.12,67.87606272,,1.46
Crowded place,stressed,34.84,57.08,69.82452675,714.269502,5.16
Office,stressed,34.53,58.72,80.25075363,710.2753415,5.12
Cafe,studying,27.15,45.37,44.97227991,586.9330376,2.63
Cafe,eating,32.21,81.8,69.69809408,580.1654532,2.88
Dorm Room,sleeping,26.15,49.72,25.91479599,,0.35
Bedroom,sleeping,23.71,65.65,27.3288691,65.55049465,1.06
Crowded place,stressed,29.22,60.66,95.78179137,374.4779454,3.85
Dining Room,eating,31.37,58.25,38.98439536,614.6970042,4.55
Traffic,stressed,31.55,54.44,81.91835184,786.719397,9.5
Dorm Room,sleeping,25.6,62.08,36.13492844,71.95124921,2.85
Library,studying,25.62,62.06,26.99937564,541.2375728,1.01
Traffic,stressed,32.69,67.26,74.71401954,371.5581924,6
Park,walking,34.54,58.93,73.65150883,755.8472399,5.84
Dorm Room,sleeping,24.66,60.91,28.06035109,55.74230726,2.95
Street,walking,30.39,67.1,78.63771711,898.1573167,7.8
Cafeteria,eating,30.48,70.02,51.67918122,475.5798031,1.55
Cafe,studying,32.39,62.22,48.98892247,576.4743147,4.99
Bedroom,sleeping,26.58,47.39,34.66106376,102.2568431,1.27
Cafeteria,eating,26.23,76.56,52.78484247,357.2190978,4.2
Cafe,eating,26.37,60.06,55.26663449,394.6073707,5.22
Study Room,studying,30.12,48.06,38.69504879,519.6711469,3.46
Cafe,eating,25.69,60.22,71.9182662,594.6089103,2.48
Traffic,stressed,27.67,67.01,102.3022855,589.2716031,5.08
Dining Room,eating,32.3,67.76,60.93042786,281.0069225,4.57
Cafe,eating,32.34,78.01,88.31200919,622.0172876,1.26
Outdoor Campus,stressed,31.8,82.07,66.51695408,627.1368612,2.84
Outdoor Campus,walking,30.34,79.74,93.26332553,807.309393,8.7
Crowded place,stressed,37.08,79.7,82.08277735,903.2353075,5.01
Cafe,studying,22.35,58.7,47.56441865,621.8146379,2.66
Dining Room,eating,30,,54.94907932,537.233336,4.62
Cafeteria,eating,28.79,76.52,82.42916021,520.1215051,3.48
Dorm Room,sleeping,21.56,66.92,44.56207731,18.66647405,0.5
Cafe,stressed,28.84,,93.33435474,671.0714803,9.1
Study Room,studying,25.35,,42.55038027,438.9775806,2.38
Dining Room,stressed,29.96,,90.64849748,340.8248361,9
Cafe,studying,27.22,55.91,30.2473558,370.8586823,3.36
Dorm Room,eating,33.32,69.87,83.48682425,264.560979,1.46
Dorm Room,sleeping,25.88,67.26,37.06091939,17.63710019,-2.68
Library,studying,25.47,51.9,42.27105869,472.551577,3.91
Park,walking,32.45,78.95,66.22788696,931.9132128,10.13
Cafe,eating,27.59,,55.15220814,272.8155671,5.18
Meeting Room,stressed,32.27,67.09,60.01329004,315.4629855,6.02
Bedroom,sleeping,20.32,62.41,22.45033517,162.7616085,1.46
Cafe,studying,23.63,43.18,54.27623289,255.3763505,5.47
Street,walking,34.01,65.94,74.37368386,760.3872414,12.47
Street,walking,28.89,80.56,82.62814863,917.8083336,3.29
Cafeteria,eating,31.94,58.21,84.20641197,305.5396773,3.76
Dorm Room,sleeping,22.19,74.96,21.02486732,,-1.4
Office,stressed,30.76,,105.6244506,899.3678281,8.62
Study Room,studying,27.65,,39.47508057,567.9752622,3.91
Cafeteria,studying,24.44,44.58,44.15954649,270.4414358,1.93
Library,studying,30.71,62.56,49.19811534,327.2217615,3.57
Dorm Room,sleeping,27.39,61.22,28.14996275,139.3265804,1.3
Library,studying,29.93,63.68,65.41901362,345.641815,1.09
Cafe,stressed,30.08,56.09,79.0502119,,8.03
Office,stressed,29.93,86.49,91.69904824,,6.2
Library,studying,26.6,40.69,37.48385615,658.017297,2.32
Street,walking,26.63,82.08,100.9989029,890.4260655,9.37
Meeting Room,walking,35.17,72.04,94.68890879,819.6219075,4.98
Library,studying,26.82,65.2,36.8590663,265.8834772,2.98
Traffic,stressed,26.93,69.35,101.5415844,853.8464355,11.07
Bedroom,sleeping,25.82,67.93,29.063276,33.0332593,0.16
Cafe,studying,27.5,53.14,27.64268264,535.4951096,3.53
Library,studying,29.37,46.67,62.71405998,290.5052226,3.03
Cafe,studying,26.16,49.12,31.75891653,681.184359,1.17
Park,walking,26.64,55.23,104.4303124,755.7797227,5.23
Library,studying,29.26,56.28,33.99718069,339.0237033,2.13
Crowded place,stressed,34.42,98.47,100.9922152,436.3906231,5.06
Traffic,stressed,29.17,62.29,104.8469982,669.3799486,7.49
Street,walking,34.75,74.11,70.18175071,946.8187785,6.67
Cafe,studying,26.82,43.46,24.5304089,275.3092153,-0.67
Traffic,stressed,31.66,76.69,83.01634044,833.4653398,6.84
Street,walking,30.72,76.15,68.00927173,800.9170591,11.48
Bedroom,sleeping,23.52,,36.56933822,36.45074269,2.56
Study Room,studying,30.84,51.89,32.35193635,452.2700722,0.37
Study Room,studying,24.86,,48.98120137,299.6023098,0.91
Meeting Room,stressed,36.95,80.95,90.87275539,461.6787196,8.81
Meeting Room,stressed,31.35,86.66,95.96885943,821.0757258,6.54
Park,walking,27.15,83.96,101.2657705,746.4701333,6.98
Library,studying,22.65,40.84,54.45780368,550.6533384,3.27
Bedroom,sleeping,29.19,74.9,26.77237537,51.33354788,0.82
Library,studying,24.99,45.1,34.60420595,566.6393099,0.63
Office,stressed,34.73,82.49,76.58513993,803.2595621,7.6
Dorm Room,sleeping,26.03,62.37,19.5171491,,4.83
Bedroom,sleeping,28.29,54.6,18.95078457,85.48522652,0.77
Park,walking,35.39,,58.14048487,835.5929985,10.69
Park,walking,29.36,66.66,67.94186108,783.935946,6.82
Traffic,stressed,26.89,75.32,91.10051067,651.5593473,5.35
Street,walking,29.85,71.04,56.65504168,631.2097239,9.16
Study Room,studying,26.84,49.03,57.3637446,429.5802306,4.12
Bedroom,sleeping,28.97,60.19,30.87616515,82.67441495,3.13
Cafe,eating,30.77,70.11,69.28540241,282.6405989,4.69
Dining Room,eating,26.77,61.28,80.04263167,296.6492535,5.81
Study Room,studying,23.83,54.1,27.08316301,567.1274643,1.22
Office,stressed,32.25,75.92,61.63541327,510.203059,4.15
Street,walking,29.07,67.28,94.14465208,917.9294006,7.02
Dorm Room,sleeping,21.22,57.91,19.28924384,82.9363499,2.89
Library,studying,31.1,46.25,38.96491671,434.2204696,1.57
Outdoor Campus,walking,32.7,74.54,65.1998698,819.6754228,5.59
Office,eating,24.95,54.04,80.09017926,375.0824096,2.96
Meeting Room,stressed,26.63,90.77,106.213944,368.4395024,8.84
Study Room,studying,23.54,53.72,26.49944095,511.0822389,2.11
Crowded place,stressed,36.51,79.57,82.13065855,,7.13
Crowded place,stressed,35.89,78.02,105.6167064,917.7103157,6.89
Cafe,eating,25.81,83.03,,274.0701884,3.88
Bedroom,sleeping,29.12,72.23,31.12021906,178.3016177,-1.4
Bedroom,eating,31.48,81.75,63.3545688,413.2028317,4.23
Study Room,studying,26.94,59.45,48.57890703,700.2799488,0.84
Street,walking,27.67,51.79,,660.0274266,4.52
Study Room,studying,25.38,48.16,50.18208565,348.1981276,1.94
Street,walking,30.41,71.33,56.23224007,448.7069784,8.16
Street,walking,29.41,62.45,89.61061044,683.117366,9.89
Cafeteria,eating,33,55.47,65.18327277,618.8960606,6.65
Dining Room,eating,33.43,81.19,58.63497328,329.8837994,3.06
Street,walking,33.02,49.97,71.21993603,645.7130972,11.64
Office,stressed,30.76,90.51,71.1836813,827.5119953,6.78
Cafeteria,eating,28.9,75.81,85.46082041,351.1943835,5.02
Meeting Room,stressed,28.08,85.54,108.7105257,842.5552032,3.58
Street,walking,27.03,67.74,65.37759435,582.2165867,5.56
Bedroom,sleeping,24.81,70,30.37279802,27.62550881,0.36
Cafe,studying,26.03,40.4,39.88357142,478.1497924,4.4
Bedroom,sleeping,22.06,,33.01016359,0.723921636,2.46
Study Room,studying,28.98,58.78,57.75782316,246.5927005,1.21
Meeting Room,stressed,36.53,62.74,102.9560794,313.6965012,8.62
Cafe,studying,29.03,,33.102286,393.8555268,4.75
Outdoor Campus,walking,34.5,81.32,66.23846817,831.6704437,6.57
Traffic,stressed,32.36,80.64,89.82995341,773.3897252,5.17
Traffic,stressed,32.67,75.06,83.14019006,705.7190121,4.07
Office,stressed,30.26,73.14,82.64949716,713.8021061,5.87
Study Room,studying,26.22,53.88,52.12185145,672.7769728,6.6
Dorm Room,sleeping,26.87,51.79,22.6249412,161.5069927,1.52
Cafe,studying,28.8,48.46,52.7591053,636.1407293,4.09
Study Room,studying,25.29,53.1,29.82074652,471.2679249,3.4
Outdoor Campus,eating,30.67,64.51,52.02058504,418.9840512,5.33
Cafe,studying,23.72,59.22,36.79228622,298.1105816,-1.46
Library,studying,23.65,56.73,59.17520323,322.6847283,0.65
Library,studying,24.03,41.31,33.12245994,624.9618805,3.52
Cafe,eating,25.55,47.57,73.33175087,269.8380758,3.16
Library,studying,26.79,47.05,60.88212525,577.3612526,1.38
Library,studying,22.47,57.36,40.32276604,673.7674868,-1.14
Dining Room,eating,30.76,59.93,71.44809346,309.7650685,5.81
Bedroom,sleeping,20.51,73.36,36.04291397,11.51321969,5.04
Park,walking,27.47,53.32,61.61386825,767.779843,7.21
Office,stressed,29.27,74.43,77.4720001,772.8185086,4.66
Dining Room,eating,27.65,47.22,56.75232923,317.4985977,1.42
Cafe,studying,29.31,63.02,34.50254568,629.138017,1.63
Street,walking,29.62,82.93,92.8915118,576.5055631,5.5
Dining Room,eating,33.15,64.11,46.29579216,286.754619,4.9
Outdoor Campus,sleeping,22.93,65.31,38.1173459,18.21545413,1.15
Dining Room,eating,33.38,65.94,62.52759081,589.9656499,1.88
Outdoor Campus,walking,32.1,69.12,76.09495637,472.9230538,5.25
Meeting Room,stressed,32.5,,85.24423205,489.3865376,6.4
Office,stressed,35,82.69,105.1916437,338.4903248,3.28
Crowded place,stressed,35.94,73.07,80.6599884,858.0958724,5.64
Dorm Room,sleeping,27.05,67.72,17.05530397,79.79236108,1.77
Park,walking,30.13,53.1,54.36478274,594.5031031,5.13
Dorm Room,sleeping,29.17,60.25,17.04270051,83.22201237,0.4
Bedroom,sleeping,22.52,55.05,23.33783137,50.67352238,2.89
Meeting Room,walking,31.66,69.24,64.34381515,895.8100244,4.13
Library,studying,26.81,55.04,38.43452094,356.5429826,1.83
Office,stressed,27.76,76.07,71.41705532,882.0547825,3.87
Street,walking,24.07,55.51,56.08269787,781.6097986,9.41
Street,walking,33.6,80.03,55.02167863,765.4345829,9.13
Street,walking,29.79,50.62,86.54837479,546.2091264,4.19
Dorm Room,sleeping,27.61,44.45,20.6677836,32.52557708,2.47
Cafe,studying,24.47,52,45.71698158,607.9400551,1.25
Office,stressed,30.21,59.89,67.31441532,547.7252731,10.25
Traffic,stressed,30.3,,78.7146744,343.8794126,3.66
Dorm Room,sleeping,21.51,50.14,21.72788577,,1.45
Study Room,studying,25.54,,30.94284505,408.7790894,2.28
Library,studying,30.53,54.35,46.90534711,431.2678729,1.96
Cafe,walking,30.07,63.34,69.19937419,809.2113611,9.87
Bedroom,sleeping,22.75,54.58,25.32215856,94.67928261,-2.25
Traffic,stressed,30.13,82.51,107.2305451,482.5956162,1.92
Cafe,eating,32.13,75.22,59.08499761,622.0263091,3.37
Office,eating,24.33,,78.67326506,255.3590325,5.72
Traffic,stressed,27.43,,78.96614924,311.4594228,9.39
Park,sleeping,22.91,58.18,36.53734217,128.2418527,3.39
Cafe,studying,27.83,55.2,42.4467799,436.8514947,2.57
Street,walking,32.84,72.38,56.14675708,629.4852893,8.91
Dorm Room,sleeping,25.95,62.96,35.77366756,144.4775132,0.76
Crowded place,stressed,28.95,83.48,77.59303485,548.7147219,3.11
Park,walking,29.45,64.5,79.7392992,717.0257706,9.52
Park,walking,35.39,82.37,100.1827654,683.4182986,9.41
Study Room,studying,24.61,58.03,63.49645095,436.3617007,2.93
Traffic,sleeping,26.37,70.7,29.67844442,81.47709517,-0.94
Cafeteria,eating,23.72,63.14,40.1727866,293.9834952,1.57
Bedroom,sleeping,25.81,69.27,29.76314372,57.73290158,2.49
Cafe,studying,25.6,57.9,42.40782664,462.9083079,3.25
Dining Room,eating,32.86,63.59,57.05604871,297.5306938,3.45
Dining Room,eating,28.82,69.6,80.85110091,381.4461748,3.33
Dining Room,eating,31.24,52.46,63.16973678,567.0699462,5.49
Meeting Room,stressed,30.95,69.31,104.1663931,,4.08
Meeting Room,stressed,28.26,84.97,101.4294103,662.1563729,7.2
Study Room,studying,29.2,50.72,32.6185914,632.3496592,2.49
Bedroom,sleeping,25.83,70.03,25.78678412,132.6735551,1.76
Dining Room,eating,30.43,52.23,81.01451671,459.6937299,3.51
Cafeteria,eating,25.76,55.71,92.58409962,478.8811727,6.88
Dorm Room,sleeping,24.8,58.08,32.23317923,14.34647593,1.81
Cafe,studying,27.63,47.18,46.08336431,401.159759,4.34
Cafe,eating,29.48,74.52,,421.2320534,5.14
Bedroom,sleeping,24.76,75.1,28.69014882,29.46394715,2.46
Cafe,studying,25.97,56.27,30.48574103,306.794685,3.24
Study Room,studying,26.72,64.06,27.50989605,323.2416301,0.32
Library,sleeping,28.11,53.33,36.98797505,116.0405061,-0.43
Cafeteria,eating,28.97,,45.4248623,303.8937758,3.12
Dining Room,studying,27.55,38.15,36.33873796,423.7679251,2.9
Cafe,studying,26.56,50.28,56.28146082,438.8576682,3.61
Study Room,studying,31.32,45.19,62.89758781,438.5970607,0.6
Crowded place,stressed,30.71,75.03,100.7589877,480.0114444,4.19
Dorm Room,sleeping,24.39,56.76,39.57785891,22.64790219,0.79
Study Room,studying,29.22,53.97,35.88492216,557.4116414,2.37
Park,walking,28.94,75.49,86.41864036,705.9563737,6.76
Dorm Room,sleeping,26.79,56.81,25.88948675,,0.16
Bedroom,sleeping,28.38,74.93,16.69241906,142.1993928,0.58
Outdoor Campus,walking,33.32,,67.50811426,626.6604087,6.11
Bedroom,studying,30.76,61.95,51.53153378,601.3924489,0.4
Cafe,studying,27.76,49.99,33.14004147,617.418014,1.78
Dorm Room,sleeping,22.72,59.29,26.6483016,102.0389982,2.8
Dorm Room,sleeping,29.81,60.17,26.47495677,32.73082707,5.64
Library,studying,24.62,41.13,34.53257886,495.5033208,5.68
Park,walking,34.17,,60.59516609,585.148255,8.9
Cafeteria,eating,25.5,83.14,38.44502623,525.8524681,6.23
Crowded place,stressed,36.34,78.11,85.05093234,346.3050299,2.33
Cafeteria,eating,26.88,44.59,,468.1800346,1.76
Dining Room,eating,28.15,66.54,66.87190802,451.0486544,4.76
Park,walking,30.46,78.75,95.31620932,922.237901,12.39
Park,walking,25.87,53.67,71.09821825,510.2675664,5.9
Outdoor Campus,walking,31.91,54.36,,619.9862037,7.08
Bedroom,sleeping,26.01,77.7,40.13710976,18.16529985,-0.55
Study Room,studying,25.89,42.29,43.48691519,541.194937,3.34
Dining Room,eating,23.16,76.38,55.56817918,474.7748152,2.42
Cafe,studying,29.06,63.77,59.90836086,437.8410986,3.88
Study Room,studying,26.2,39.86,54.65705652,435.2207489,3.32
Crowded place,stressed,31.56,,61.44354485,493.3143663,4.69
Cafe,studying,26.74,38.55,35.49168254,272.8343069,0.88
Study Room,sleeping,27.08,63,21.56643932,,-0.57
Outdoor Campus,walking,33.92,57.26,94.56841229,644.200018,12.64
Crowded place,stressed,32.14,57.2,97.21831716,,8.32
Bedroom,sleeping,23.92,,21.87260374,114.9183242,4.35
Park,walking,30.9,72.32,88.88806998,865.9187997,4.01
Street,walking,28.63,63.54,90.38377664,544.375498,6.46
Traffic,stressed,32.75,76.06,73.00922813,852.0721572,10.35
Library,studying,25.69,48.41,53.58027902,566.5384016,2.43
Outdoor Campus,walking,35.85,70.32,63.0428347,626.8807353,5.35
Study Room,studying,29.15,41.57,26.04656234,505.7016877,1.11
Street,walking,25.81,75.97,82.57411085,512.7646438,7.25
Study Room,studying,29.1,,47.16613878,245.3858146,5.02
Dorm Room,sleeping,29.63,,20.56687244,72.00325572,3.11
Street,walking,25.37,65.32,69.2559814,604.2566092,6.54
Meeting Room,stressed,31.16,75.5,116.117325,768.3686608,10.82
Park,walking,28.13,80.36,70.93198909,418.1411916,6.69
Study Room,studying,26.86,53.28,35.90741893,471.5991956,2.86
Bedroom,sleeping,29.54,59.05,36.06749783,90.98829811,-0.72
Cafe,studying,27.16,57.29,61.93470675,293.6263906,2.7
Dining Room,eating,27.1,54.12,80.21305214,424.69274,3.8
Office,stressed,27.8,83.83,97.10981473,608.9684118,7.6
Dorm Room,sleeping,28.17,64.13,35.85586882,164.4138919,3.22
Study Room,studying,29.11,53.14,29.60199794,557.0068389,1.52
Study Room,studying,26.5,45.65,37.42357422,579.6678531,4.05
Cafe,studying,27.33,51.05,32.99714871,561.989895,1.15
Street,walking,34.4,70.38,90.9901567,478.323665,3.86
Crowded place,stressed,31.01,,95.41676764,459.2575169,4.29
Cafe,studying,27.07,43.66,53.89755368,447.3262465,2.89
Meeting Room,stressed,37.3,70.16,77.50034689,502.3906564,0.95
Library,studying,25.43,56.86,51.55037965,326.4631721,2.11
Office,stressed,27.68,,63.92322358,,7.39
Street,walking,29.71,56.19,68.33202566,815.510657,11.22
Dining Room,eating,24.01,57.47,78.09265505,568.4428863,0.4
Bedroom,sleeping,27.69,56.42,24.42741069,65.24225026,2.64
Outdoor Campus,walking,30.14,80.39,97.06541778,665.9937619,5.72
Cafeteria,eating,26.35,,53.65347093,464.7562648,4.24
Crowded place,stressed,33.01,70.74,105.8429455,536.828482,8.29
Study Room,studying,23.75,62.09,44.66467549,508.5200428,4.39
Dining Room,eating,30.65,67.72,81.81378759,620.9871005,1.94
Cafeteria,eating,26.78,81.9,60.72767803,579.4283499,5.86
Street,walking,33.18,71.06,105.3349633,899.6276887,7.18
Bedroom,sleeping,24.51,60.48,38.73369932,78.69295758,2.66
Bedroom,sleeping,29.79,66.4,30.64546361,132.5053053,1.72
Crowded place,stressed,30.43,64.2,92.12107361,914.861391,8.05
Traffic,stressed,27.54,,66.28674252,374.5421813,9.36
Office,stressed,33.15,55.18,80.08690091,828.3930722,1.69
Cafe,studying,27.68,49.41,24.88867469,432.2149139,4
Library,studying,26.73,62.01,44.22430585,528.0423027,-0.65
Dorm Room,sleeping,23.19,68.2,20.47510665,87.28601709,4.63
Bedroom,sleeping,21.24,65.24,39.32315563,149.7821313,0.12
Study Room,studying,27.66,55.73,53.76278696,272.167973,2.49
Cafeteria,eating,31.95,75.5,46.73681141,353.7837754,6.01
Office,stressed,36.31,69.18,96.62494623,782.3956898,10.02
Dorm Room,eating,28.69,67.58,,478.3467816,5.7
Park,walking,36.65,54,66.46612686,598.2732547,7.72
Crowded place,stressed,31.8,60.92,82.5470216,732.1819087,3.84
Street,stressed,30.7,70.5,69.95771198,922.8009289,7.4
Traffic,stressed,28.45,82,97.14693057,678.7042052,5.64
Dining Room,eating,32.36,64.12,52.28222292,348.46829,2.69
Traffic,stressed,29.71,69.4,62.48989445,479.1635873,3.95
Park,walking,26.25,74.24,,704.0814405,5.62
Cafeteria,eating,29.04,48.18,47.22368532,524.6902575,2.03
Cafe,eating,31.18,74.44,86.84874477,577.7216088,4.75
Cafe,eating,24.76,60.1,71.80312339,520.9710007,2.38
Street,walking,29.12,65.36,107.0817519,820.0320032,12.46
Library,studying,25.11,47.21,38.39821499,406.1095974,3.52
Dining Room,eating,27.46,61.03,63.87731652,439.1766614,5.21
Dorm Room,sleeping,29.02,51.34,44.67622373,,3.2
Crowded place,stressed,32.89,76.28,75.45102923,922.6991556,3.54
Bedroom,sleeping,23.05,55.74,30.60612871,100.3661192,0.21
Dorm Room,sleeping,20.52,,40.29058565,126.8767283,1.71
Traffic,stressed,29.39,65.78,95.62799868,804.8687813,7.02
Park,walking,30.32,68.8,96.47466694,533.5838743,8.19
Cafe,studying,22.91,44.06,54.02080878,270.4765238,2.98
Library,studying,26.83,62.41,33.85084029,571.9664818,0.67
Traffic,stressed,31.92,67.45,61.3310856,468.1545689,5.18
Meeting Room,walking,28.73,70.85,79.90711719,790.2427408,7.54
